Away,AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,AOT3,AOT4,Home,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,HOT3,HOT4,Date,Away_Final,Home_Final,Q1M,Q2M,Q3M,Q4M,FinalMargin,FinalTotal,HomeMargin,Season,OTs,Weekday,TravelDist,Playoffs
New York,18,23,24,26,0,0,0,0,Boston,22,29,26,23,0,0,0,0,20151227,91,100,4,10,12,9,9,191,9,2015,0,6,190,0
LA Clippers,34,25,27,22,0,0,0,0,Washington,20,26,25,20,0,0,0,0,20151228,108,91,14,13,15,17,17,199,-17,2015,0,0,2294,0
Minnesota,27,25,20,23,0,0,0,0,San Antonio,26,24,26,25,0,0,0,0,20151228,95,101,-1,-2,4,6,6,196,6,2015,0,0,1112,0
Cleveland,34,26,21,20,0,0,0,0,Phoenix,30,24,19,24,0,0,0,0,20151228,101,97,4,6,8,4,4,198,-4,2015,0,0,1745,0
New Orleans,23,23,18,25,0,0,0,0,Orlando,25,25,25,29,0,0,0,0,20151228,89,104,2,4,11,15,15,193,15,2015,0,0,533,0
Brooklyn,24,20,34,33,0,0,0,0,Miami,26,32,19,28,0,0,0,0,20151228,111,105,-2,-14,1,6,6,216,-6,2015,0,0,1091,0
Philadelphia,23,22,33,13,0,0,0,0,Utah,37,21,20,17,0,0,0,0,20151228,91,95,14,13,0,4,4,186,4,2015,0,0,1920,0
Sacramento,29,32,14,28,0,0,0,0,Golden State,27,31,32,32,0,0,0,0,20151228,103,122,-2,-3,15,19,19,225,19,2015,0,0,75,0
Milwaukee,24,27,21,21,0,0,0,0,Dallas,34,26,19,24,0,0,0,0,20151228,93,103,10,9,7,10,10,196,10,2015,0,0,857,0
LA Lakers,26,32,23,17,0,0,0,0,Charlotte,31,27,27,23,0,0,0,0,20151228,98,108,5,0,4,10,10,206,10,2015,0,0,2115,0
Toronto,32,20,21,24,0,0,0,0,Chicago,23,26,29,26,0,0,0,0,20151228,97,104,-9,-3,5,7,7,201,7,2015,0,0,436,0
Atlanta,27,13,28,19,0,0,0,0,Indiana,21,31,22,19,0,0,0,0,20151228,87,93,-6,12,6,6,6,180,6,2015,0,0,427,0
Cleveland,26,27,19,21,0,0,0,0,Denver,21,21,20,25,0,0,0,0,20151229,93,87,5,11,10,6,6,180,-6,2015,0,1,1223,0
Atlanta,25,31,29,36,0,0,0,0,Houston,41,30,21,23,0,0,0,0,20151229,121,115,-16,-15,-7,6,6,236,-6,2015,0,1,700,0
Miami,30,17,15,21,7,0,0,0,Memphis,26,21,22,14,16,0,0,0,20151229,90,99,-4,0,7,0,9,189,9,2015,1,1,873,0
Detroit,26,23,23,24,0,0,0,0,New York,25,25,29,29,0,0,0,0,20151229,96,108,-1,1,7,12,12,204,12,2015,0,1,480,0
Milwaukee,31,23,34,35,0,0,0,0,Oklahoma City,30,35,27,39,0,0,0,0,20151229,123,131,-1,11,4,8,8,254,8,2015,0,1,732,0
Denver,27,24,20,32,0,0,0,0,Portland,26,32,26,26,0,0,0,0,20151230,103,110,-1,7,13,7,7,213,7,2015,0,2,981,0
Washington,27,14,24,26,0,0,0,0,Toronto,28,24,25,17,0,0,0,0,20151230,91,94,1,11,12,3,3,185,3,2015,0,2,349,0
Philadelphia,30,27,28,25,0,0,0,0,Sacramento,31,26,24,24,0,0,0,0,20151230,110,105,-1,0,4,5,5,215,-5,2015,0,2,2451,0
Brooklyn,26,26,21,20,0,0,0,0,Orlando,26,19,23,32,0,0,0,0,20151230,93,100,0,-7,-5,7,7,193,7,2015,0,2,939,0
Phoenix,12,21,23,23,0,0,0,0,San Antonio,32,29,23,28,0,0,0,0,20151230,79,112,20,28,28,33,33,191,33,2015,0,2,846,0
Golden State,21,21,26,23,0,0,0,0,Dallas,27,33,27,27,0,0,0,0,20151230,91,114,6,18,19,23,23,205,23,2015,0,2,1480,0
LA Clippers,32,33,27,30,0,0,0,0,Charlotte,25,31,30,31,0,0,0,0,20151230,122,117,7,9,6,5,5,239,-5,2015,0,2,2115,0
Indiana,21,19,22,29,9,0,0,0,Chicago,21,29,16,25,11,0,0,0,20151230,100,102,0,10,4,0,2,202,2,2015,1,2,163,0
LA Lakers,24,34,31,23,0,0,0,0,Boston,27,29,22,26,0,0,0,0,20151230,112,104,-3,2,11,8,8,216,-8,2015,0,2,2590,0
Utah,13,18,21,28,0,0,0,0,Minnesota,19,19,24,32,0,0,0,0,20151230,80,94,6,7,10,14,14,174,14,2015,0,2,984,0
Minnesota,22,15,33,20,0,0,0,0,Detroit,15,30,33,37,0,0,0,0,20151231,90,115,-7,8,8,25,25,205,25,2015,0,3,542,0
Golden State,33,28,29,24,0,0,0,0,Houston,30,29,23,28,0,0,0,0,20151231,114,110,3,2,8,4,4,224,-4,2015,0,3,1642,0
Milwaukee,33,26,30,31,0,0,0,0,Indiana,24,28,25,39,0,0,0,0,20151231,120,116,9,7,12,4,4,236,-4,2015,0,3,243,0
LA Clippers,20,30,21,24,0,0,0,0,New Orleans,25,23,15,26,0,0,0,0,20151231,95,89,-5,2,8,6,6,184,-6,2015,0,3,1669,0
Phoenix,26,27,27,26,0,0,0,0,Oklahoma City,28,26,33,23,0,0,0,0,20151231,106,110,2,1,7,4,4,216,4,2015,0,3,840,0
Portland,25,14,32,25,0,0,0,0,Utah,25,32,29,23,0,0,0,0,20151231,96,109,0,18,15,13,13,205,13,2015,0,3,634,0
Orlando,21,22,29,19,0,0,0,0,Washington,24,24,24,31,0,0,0,0,20160101,91,103,3,5,0,12,12,194,12,2015,0,4,757,0
Dallas,10,35,16,21,0,0,0,0,Miami,22,36,22,26,0,0,0,0,20160101,82,106,12,13,19,24,24,188,24,2015,0,4,1110,0
Charlotte,28,27,27,12,0,0,0,0,Toronto,29,26,19,30,0,0,0,0,20160101,94,104,1,0,-8,10,10,198,10,2015,0,4,585,0
New York,18,32,23,8,0,0,0,0,Chicago,34,22,21,31,0,0,0,0,20160101,81,108,16,6,4,27,27,189,27,2015,0,4,711,0
Philadelphia,21,20,19,24,0,0,0,0,LA Lakers,21,19,22,31,0,0,0,0,20160101,84,93,0,-1,2,9,9,177,9,2015,0,4,2388,0
Brooklyn,31,25,25,19,0,0,0,0,Boston,29,26,16,26,0,0,0,0,20160102,100,97,2,1,10,3,3,197,-3,2015,0,5,190,0
Oklahoma City,34,32,21,22,0,0,0,0,Charlotte,22,32,22,14,0,0,0,0,20160102,109,90,12,12,11,19,19,199,-19,2015,0,5,938,0
Orlando,13,19,21,26,0,0,0,0,Cleveland,29,26,26,23,0,0,0,0,20160102,79,104,16,23,28,25,25,183,25,2015,0,5,895,0
New Orleans,26,22,26,31,0,0,0,0,Dallas,25,22,19,32,0,0,0,0,20160102,105,98,1,1,8,7,7,203,-7,2015,0,5,442,0
Denver,13,34,30,25,6,0,0,0,Golden State,37,26,27,12,9,0,0,0,20160102,108,111,24,16,13,0,3,219,3,2015,1,5,947,0
Detroit,20,22,17,23,0,0,0,0,Indiana,24,17,23,30,0,0,0,0,20160102,82,94,4,-1,5,12,12,176,12,2015,0,5,240,0
Philadelphia,29,23,22,25,0,0,0,0,LA Clippers,31,38,34,27,0,0,0,0,20160102,99,130,2,17,29,31,31,229,31,2015,0,5,2388,0
Milwaukee,15,29,28,23,0,0,0,0,Minnesota,28,19,23,15,0,0,0,0,20160102,95,85,-13,-3,2,10,10,180,-10,2015,0,5,298,0
Phoenix,18,35,34,32,0,0,0,0,Sacramento,31,28,44,39,0,0,0,0,20160102,119,142,13,6,16,23,23,261,23,2015,0,5,634,0
Houston,27,28,17,31,0,0,0,0,San Antonio,29,31,36,25,0,0,0,0,20160102,103,121,2,5,24,18,18,224,18,2015,0,5,189,0
Memphis,25,20,24,15,3,0,0,0,Utah,28,18,20,18,8,0,0,0,20160102,87,92,3,1,-3,0,5,179,5,2015,1,5,1247,0
Miami,25,25,23,24,0,0,0,0,Washington,24,7,20,24,0,0,0,0,20160103,97,75,1,19,22,22,22,172,-22,2015,0,6,924,0
Chicago,26,22,33,34,0,0,0,0,Toronto,26,34,27,26,0,0,0,0,20160103,115,113,0,-12,-6,2,2,228,-2,2015,0,6,436,0
Atlanta,21,24,31,21,0,0,0,0,New York,22,33,31,25,0,0,0,0,20160103,97,111,1,10,10,14,14,208,14,2015,0,6,745,0
Portland,23,38,19,32,0,0,0,0,Denver,22,34,24,26,0,0,0,0,20160103,112,106,1,5,0,6,6,218,-6,2015,0,6,981,0
Phoenix,10,12,29,26,0,0,0,0,LA Lakers,25,18,38,16,0,0,0,0,20160103,77,97,15,21,30,20,20,174,20,2015,0,6,356,0
Houston,28,20,21,24,0,0,0,0,Utah,21,37,19,14,0,0,0,0,20160104,93,91,7,-10,-8,2,2,184,-2,2015,0,0,1199,0
Minnesota,25,25,29,20,0,0,0,0,Philadelphia,29,18,33,29,0,0,0,0,20160104,99,109,4,-3,1,10,10,208,10,2015,0,0,983,0
Sacramento,31,37,22,26,0,0,0,0,Oklahoma City,33,33,16,22,0,0,0,0,20160104,116,104,-2,2,8,12,12,220,-12,2015,0,0,1336,0
San Antonio,29,31,30,33,0,0,0,0,Milwaukee,30,19,26,23,0,0,0,0,20160104,123,98,-1,11,15,25,25,221,-25,2015,0,0,1108,0
Memphis,17,21,32,21,0,0,0,0,Portland,15,19,18,26,0,0,0,0,20160104,91,78,2,4,18,13,13,169,-13,2015,0,0,1845,0
Charlotte,24,30,23,24,0,0,0,0,Golden State,32,30,33,16,0,0,0,0,20160104,101,111,8,8,18,10,10,212,10,2015,0,0,2296,0
Orlando,23,24,27,15,0,0,0,0,Detroit,31,26,31,27,0,0,0,0,20160104,89,115,8,10,14,26,26,204,26,2015,0,0,957,0
Toronto,29,27,22,22,0,0,0,0,Cleveland,33,25,32,32,0,0,0,0,20160104,100,122,4,2,12,22,22,222,22,2015,0,0,187,0
Boston,37,19,23,24,0,0,0,0,Brooklyn,22,20,26,26,0,0,0,0,20160104,103,94,15,14,11,9,9,197,-9,2015,0,0,190,0
Indiana,29,18,27,21,5,0,0,0,Miami,19,25,22,29,8,0,0,0,20160104,100,103,-10,-3,-8,0,3,203,3,2015,1,0,1026,0
New York,29,25,30,23,0,0,0,0,Atlanta,20,29,22,30,0,0,0,0,20160105,107,101,9,5,13,6,6,208,-6,2015,0,1,745,0
Milwaukee,28,33,28,17,0,0,0,0,Chicago,36,31,27,23,0,0,0,0,20160105,106,117,8,6,5,11,11,223,11,2015,0,1,83,0
Sacramento,24,19,27,28,6,12,0,0,Dallas,27,22,29,20,6,13,0,0,20160105,116,117,3,6,8,0,1,233,1,2015,2,1,1437,0
Golden State,37,25,30,17,0,0,0,0,LA Lakers,25,22,13,28,0,0,0,0,20160105,109,88,12,15,32,21,21,197,-21,2015,0,1,347,0
Indiana,22,15,29,29,0,0,0,0,Orlando,20,18,21,27,0,0,0,0,20160106,95,86,2,-1,7,9,9,181,-9,2015,0,2,822,0
Cleveland,24,38,33,26,0,0,0,0,Washington,26,24,39,26,0,0,0,0,20160106,121,115,-2,12,6,6,6,236,-6,2015,0,2,304,0
LA Clippers,31,32,22,24,0,0,0,0,Portland,18,22,30,28,0,0,0,0,20160106,109,98,13,23,15,11,11,207,-11,2015,0,2,826,0
Charlotte,32,20,33,17,0,0,0,0,Phoenix,34,26,26,25,0,0,0,0,20160106,102,111,2,8,1,9,9,213,9,2015,0,2,1778,0
Memphis,16,20,29,29,0,0,0,0,Oklahoma City,25,31,27,29,0,0,0,0,20160106,94,112,9,20,18,18,18,206,18,2015,0,2,421,0
Utah,22,29,23,24,0,0,0,0,San Antonio,32,36,27,28,0,0,0,0,20160106,98,123,10,17,21,25,25,221,25,2015,0,2,1087,0
Denver,21,21,24,12,0,0,0,0,Minnesota,25,19,21,9,0,0,0,0,20160106,78,74,-4,-2,1,4,4,152,-4,2015,0,2,698,0
New York,22,25,24,27,0,0,0,0,Miami,21,18,20,31,0,0,0,0,20160106,98,90,1,8,12,8,8,188,-8,2015,0,2,1091,0
Toronto,24,21,25,21,0,0,0,0,Brooklyn,17,19,20,18,0,0,0,0,20160106,91,74,7,9,14,17,17,165,-17,2015,0,2,341,0
Detroit,24,24,18,33,0,0,0,0,Boston,33,22,20,19,0,0,0,0,20160106,99,94,-9,-7,-9,5,5,193,-5,2015,0,2,611,0
Dallas,22,27,22,29,0,0,0,0,New Orleans,24,26,18,23,0,0,0,0,20160106,100,91,-2,-1,3,9,9,191,-9,2015,0,2,442,0
Boston,27,20,16,29,0,0,0,0,Chicago,21,27,26,27,0,0,0,0,20160107,92,101,-6,1,11,9,9,193,9,2015,0,3,849,0
Utah,25,19,22,28,0,0,0,0,Houston,22,17,33,31,0,0,0,0,20160107,94,103,-3,-5,6,9,9,197,9,2015,0,3,1199,0
Atlanta,22,39,36,29,0,0,0,0,Philadelphia,21,23,32,22,0,0,0,0,20160107,126,98,1,17,21,28,28,224,-28,2015,0,3,665,0
LA Lakers,21,27,38,29,0,0,0,0,Sacramento,38,31,33,16,0,0,0,0,20160107,115,118,17,21,16,3,3,233,3,2015,0,3,361,0
Toronto,18,29,26,24,0,0,0,0,Washington,26,21,14,27,0,0,0,0,20160108,97,88,-8,0,12,9,9,185,-9,2015,0,4,349,0
New York,30,19,25,25,0,0,0,0,San Antonio,26,26,27,21,0,0,0,0,20160108,99,100,-4,3,5,1,1,199,1,2015,0,4,1581,0
Golden State,38,36,32,22,0,0,0,0,Portland,21,31,35,21,0,0,0,0,20160108,128,108,17,22,19,20,20,236,-20,2015,0,4,535,0
Miami,21,32,24,26,0,0,0,0,Phoenix,20,20,33,22,0,0,0,0,20160108,103,95,1,13,4,8,8,198,-8,2015,0,4,1978,0
Indiana,16,22,30,23,0,0,0,0,New Orleans,30,13,27,16,0,0,0,0,20160108,91,86,-14,-5,-2,5,5,177,-5,2015,0,4,713,0
Dallas,18,21,36,20,0,0,0,0,Milwaukee,28,27,24,17,0,0,0,0,20160108,95,96,10,16,4,1,1,191,1,2015,0,4,857,0
Denver,30,7,29,18,0,0,0,0,Memphis,29,20,18,24,0,0,0,0,20160108,84,91,-1,12,1,7,7,175,7,2015,0,4,877,0
Oklahoma City,32,28,30,27,0,0,0,0,LA Lakers,28,25,32,28,0,0,0,0,20160108,117,113,4,7,5,4,4,230,-4,2015,0,4,1178,0
Orlando,26,11,23,23,0,0,0,0,Brooklyn,17,21,24,15,0,0,0,0,20160108,83,77,9,-1,-2,6,6,160,-6,2015,0,4,939,0
Cleveland,35,27,33,30,0,0,0,0,Minnesota,27,19,30,23,0,0,0,0,20160108,125,99,8,16,19,26,26,224,-26,2015,0,4,629,0
Chicago,19,32,32,22,0,0,0,0,Atlanta,30,34,25,31,0,0,0,0,20160109,105,120,11,13,6,15,15,225,15,2015,0,5,587,0
Brooklyn,23,23,20,23,0,0,0,0,Detroit,33,23,16,31,0,0,0,0,20160109,89,103,10,10,6,14,14,192,14,2015,0,5,480,0
Charlotte,18,28,18,19,0,0,0,0,LA Clippers,27,16,27,27,0,0,0,0,20160109,83,97,9,-3,6,14,14,180,14,2015,0,5,2115,0
Washington,27,33,25,20,0,0,0,0,Orlando,17,32,21,29,0,0,0,0,20160109,105,99,10,11,15,6,6,204,-6,2015,0,5,757,0
Toronto,25,32,18,33,0,0,0,0,Philadelphia,26,18,25,26,0,0,0,0,20160109,108,95,-1,13,6,13,13,203,-13,2015,0,5,334,0
Golden State,26,34,36,32,0,0,0,0,Sacramento,27,31,26,32,0,0,0,0,20160109,128,116,-1,2,12,12,12,244,-12,2015,0,5,75,0
Miami,29,20,19,15,0,0,0,0,Utah,19,26,27,26,0,0,0,0,20160109,83,98,-10,-4,4,15,15,181,15,2015,0,5,2086,0
Oklahoma City,27,19,39,25,0,0,0,0,Portland,26,26,28,35,0,0,0,0,20160110,110,115,-1,6,-5,5,5,225,5,2015,0,6,1484,0
Cleveland,26,22,27,20,0,0,0,0,Philadelphia,20,27,22,16,0,0,0,0,20160110,95,85,6,1,6,10,10,180,-10,2015,0,6,358,0
Milwaukee,24,17,19,28,0,0,0,0,New York,24,27,31,18,0,0,0,0,20160110,88,100,0,10,22,12,12,188,12,2015,0,6,732,0
Boston,34,19,23,22,0,0,0,0,Memphis,16,22,30,33,0,0,0,0,20160110,98,101,-18,-15,-8,3,3,199,3,2015,0,6,1134,0
Dallas,22,26,20,25,0,0,0,0,Minnesota,22,20,13,32,0,0,0,0,20160110,93,87,0,6,13,6,6,180,-6,2015,0,6,863,0
New Orleans,24,25,27,25,10,0,0,0,LA Clippers,19,37,28,17,13,0,0,0,20160110,111,114,-5,7,8,0,3,225,3,2015,1,6,1669,0
Indiana,24,26,27,16,10,0,0,0,Houston,28,20,16,29,14,0,0,0,20160110,103,107,4,-2,-13,0,4,210,4,2015,1,6,865,0
Charlotte,26,30,21,15,0,0,0,0,Denver,36,17,28,14,0,0,0,0,20160110,92,95,10,-3,4,3,3,187,3,2015,0,6,1355,0
Utah,15,28,18,25,0,0,0,0,LA Lakers,14,16,20,24,0,0,0,0,20160110,86,74,1,13,11,12,12,160,-12,2015,0,6,579,0
San Antonio,22,23,32,29,0,0,0,0,Brooklyn,20,18,18,23,0,0,0,0,20160111,106,79,2,7,21,27,27,185,-27,2015,0,0,1581,0
Washington,28,34,21,31,0,0,0,0,Chicago,25,23,26,26,0,0,0,0,20160111,114,100,3,14,9,14,14,214,-14,2015,0,0,594,0
Miami,25,29,23,26,0,0,0,0,Golden State,27,29,24,31,0,0,0,0,20160111,103,111,2,2,3,8,8,214,8,2015,0,0,2590,0
Boston,27,22,32,33,0,0,0,0,New York,36,23,26,35,0,0,0,0,20160112,114,120,9,10,4,6,6,234,6,2015,0,1,190,0
Chicago,29,22,26,24,0,0,0,0,Milwaukee,20,26,28,32,0,0,0,0,20160112,101,106,-9,-5,-3,5,5,207,5,2015,0,1,83,0
Houston,22,29,21,35,0,0,0,0,Memphis,24,20,25,22,0,0,0,0,20160112,107,91,-2,7,3,16,16,198,-16,2015,0,1,484,0
Oklahoma City,32,28,20,21,0,0,0,0,Minnesota,21,27,18,30,0,0,0,0,20160112,101,96,11,12,14,5,5,197,-5,2015,0,1,694,0
Phoenix,19,23,34,21,0,0,0,0,Indiana,25,27,28,36,0,0,0,0,20160112,97,116,6,10,4,19,19,213,19,2015,0,1,1496,0
San Antonio,24,29,28,28,0,0,0,0,Detroit,25,19,22,33,0,0,0,0,20160112,109,99,-1,9,15,10,10,208,-10,2015,0,1,1238,0
Cleveland,22,25,20,28,15,0,0,0,Dallas,25,27,20,23,12,0,0,0,20160112,110,107,-3,-5,-5,0,3,217,-3,2015,1,1,1024,0
New Orleans,22,19,30,20,0,0,0,0,LA Lakers,15,23,29,28,0,0,0,0,20160112,91,95,-7,-3,-4,4,4,186,4,2015,0,1,1669,0
Milwaukee,18,25,31,27,0,0,0,0,Washington,29,27,15,35,0,0,0,0,20160113,101,106,11,13,-3,5,5,207,5,2015,0,2,634,0
New Orleans,28,31,31,19,0,0,0,0,Sacramento,19,25,21,32,0,0,0,0,20160113,109,97,9,15,25,12,12,206,-12,2015,0,2,1879,0
Utah,19,18,25,23,0,0,0,0,Portland,18,25,34,22,0,0,0,0,20160113,85,99,-1,6,15,14,14,184,14,2015,0,2,634,0
Dallas,20,22,22,25,0,0,0,0,Oklahoma City,30,35,18,25,0,0,0,0,20160113,89,108,10,23,19,19,19,197,19,2015,0,2,189,0
Miami,25,27,17,21,0,0,0,0,LA Clippers,17,28,34,25,0,0,0,0,20160113,90,104,-8,-7,10,14,14,194,14,2015,0,2,2335,0
Minnesota,24,26,27,27,0,0,0,0,Houston,23,34,24,26,0,0,0,0,20160113,104,107,-1,7,4,3,3,211,3,2015,0,2,1057,0
Atlanta,19,17,22,26,0,0,0,0,Charlotte,20,25,35,27,0,0,0,0,20160113,84,107,1,9,22,23,23,191,23,2015,0,2,226,0
New York,20,31,24,29,0,0,0,0,Brooklyn,29,25,20,36,0,0,0,0,20160113,104,110,9,3,-1,6,6,214,6,2015,0,2,0,0
Indiana,24,25,27,18,0,0,0,0,Boston,28,29,21,25,0,0,0,0,20160113,94,103,4,8,2,9,9,197,9,2015,0,2,805,0
Golden State,25,29,19,37,0,0,0,0,Denver,32,23,28,29,0,0,0,0,20160113,110,112,7,1,10,2,2,222,2,2015,0,2,947,0
Sacramento,26,30,26,21,0,0,0,0,Utah,12,33,26,30,0,0,0,0,20160114,103,101,14,11,11,2,2,204,-2,2015,0,3,532,0
Cleveland,32,18,23,22,0,0,0,0,San Antonio,20,24,28,27,0,0,0,0,20160114,95,99,-12,-6,-1,4,4,194,4,2015,0,3,1256,0
Chicago,22,24,31,27,11,0,0,0,Philadelphia,34,28,17,25,7,0,0,0,20160114,115,111,-12,-16,-2,0,4,226,-4,2015,1,3,664,0
Detroit,24,19,28,30,0,0,0,0,Memphis,21,27,31,24,0,0,0,0,20160114,101,103,-3,5,8,2,2,204,2,2015,0,3,622,0
LA Lakers,23,26,23,26,0,0,0,0,Golden State,24,28,34,30,0,0,0,0,20160114,98,116,1,3,14,18,18,214,18,2015,0,3,347,0
Toronto,31,30,16,19,10,0,0,0,Orlando,18,36,19,23,7,0,0,0,20160114,106,103,13,7,4,0,3,209,-3,2015,1,3,1048,0
Phoenix,29,18,31,25,0,0,0,0,Boston,36,32,28,21,0,0,0,0,20160115,103,117,7,21,18,14,14,220,14,2015,0,4,2295,0
Portland,22,34,27,33,0,0,0,0,Brooklyn,23,26,30,25,0,0,0,0,20160115,116,104,-1,7,4,12,12,220,-12,2015,0,4,2439,0
Dallas,18,18,23,24,0,0,0,0,Chicago,22,24,15,16,0,0,0,0,20160115,83,77,-4,-10,-2,6,6,160,-6,2015,0,4,802,0
Miami,20,26,30,22,0,0,0,0,Denver,31,31,16,17,0,0,0,0,20160115,98,95,-11,-16,-2,3,3,193,-3,2015,0,4,1724,0
Cleveland,23,23,22,23,0,0,0,0,Houston,21,14,16,26,0,0,0,0,20160115,91,77,2,11,17,14,14,168,-14,2015,0,4,1113,0
Washington,24,35,29,30,0,0,0,0,Indiana,27,19,26,32,0,0,0,0,20160115,118,104,-3,13,16,14,14,222,-14,2015,0,4,490,0
Atlanta,28,23,25,19,6,0,0,0,Milwaukee,22,24,27,22,13,0,0,0,20160115,101,108,-6,-5,-3,0,7,209,7,2015,1,4,669,0
Charlotte,34,15,32,26,0,0,0,0,New Orleans,32,25,27,25,0,0,0,0,20160115,107,109,-2,8,3,2,2,216,2,2015,0,4,648,0
Minnesota,17,26,22,28,0,0,0,0,Oklahoma City,31,26,25,31,0,0,0,0,20160115,93,113,14,14,17,20,20,206,20,2015,0,4,694,0
Boston,24,30,29,36,0,0,0,0,Washington,31,30,25,31,0,0,0,0,20160116,119,117,-7,-7,-3,2,2,236,-2,2015,0,5,394,0
LA Lakers,18,18,23,23,0,0,0,0,Utah,32,28,29,20,0,0,0,0,20160116,82,109,14,24,30,27,27,191,27,2015,0,5,579,0
Portland,17,26,19,27,0,0,0,0,Philadelphia,29,39,22,24,0,0,0,0,20160116,89,114,12,25,28,25,25,203,25,2015,0,5,2405,0
New York,31,23,19,22,0,0,0,0,Memphis,28,24,21,30,0,0,0,0,20160116,95,103,-3,-2,0,8,8,198,8,2015,0,5,953,0
Milwaukee,19,33,32,21,0,0,0,0,Charlotte,29,19,23,21,0,0,0,0,20160116,105,92,-10,4,13,13,13,197,-13,2015,0,5,658,0
Golden State,30,19,25,21,0,0,0,0,Detroit,27,38,20,28,0,0,0,0,20160116,95,113,-3,16,11,18,18,208,18,2015,0,5,2087,0
Brooklyn,23,25,20,18,0,0,0,0,Atlanta,27,28,29,30,0,0,0,0,20160116,86,114,4,7,16,28,28,200,28,2015,0,5,745,0
Sacramento,30,34,18,28,0,0,0,0,LA Clippers,30,30,19,24,0,0,0,0,20160116,110,103,0,4,3,7,7,213,-7,2015,0,5,361,0
Dallas,16,20,20,27,0,0,0,0,San Antonio,14,32,32,34,0,0,0,0,20160117,83,112,-2,10,22,29,29,195,29,2015,0,6,252,0
Indiana,30,36,25,35,0,0,0,0,Denver,30,24,30,45,0,0,0,0,20160117,126,129,0,-12,-7,3,3,255,3,2015,0,6,998,0
Houston,32,28,34,18,0,0,0,0,LA Lakers,36,21,18,20,0,0,0,0,20160117,112,95,-4,3,19,17,17,207,-17,2015,0,6,1371,0
Phoenix,23,25,21,18,0,0,0,0,Minnesota,24,34,25,34,0,0,0,0,20160117,87,117,1,10,14,30,30,204,30,2015,0,6,1278,0
Miami,18,24,16,16,0,0,0,0,Oklahoma City,24,20,31,24,0,0,0,0,20160117,74,99,6,2,17,25,25,173,25,2015,0,6,1225,0
Philadelphia,29,18,16,33,11,6,0,0,New York,29,23,24,20,11,12,0,0,20160118,113,119,0,5,13,0,6,232,6,2015,2,0,80,0
New Orleans,26,25,25,23,0,0,0,0,Memphis,24,25,23,29,0,0,0,0,20160118,99,101,-2,-2,-4,2,2,200,2,2015,0,0,358,0
Portland,32,27,35,14,0,0,0,0,Washington,17,40,19,22,0,0,0,0,20160118,108,98,15,2,18,10,10,206,-10,2015,0,0,2347,0
Brooklyn,29,20,35,16,0,0,0,0,Toronto,19,33,29,31,0,0,0,0,20160118,100,112,-10,3,-3,12,12,212,12,2015,0,0,341,0
Houston,21,31,28,42,10,0,0,0,LA Clippers,33,26,35,28,18,0,0,0,20160118,132,140,12,7,14,0,8,272,8,2015,1,0,1371,0
Golden State,34,36,34,28,0,0,0,0,Cleveland,21,23,23,31,0,0,0,0,20160118,132,98,13,26,37,34,34,230,-34,2015,0,0,2161,0
Boston,16,23,33,26,15,0,0,0,Dallas,29,23,18,28,20,0,0,0,20160118,113,118,13,13,-2,0,5,231,5,2015,1,0,1548,0
Chicago,26,30,27,28,0,0,0,0,Detroit,32,21,26,22,0,0,0,0,20160118,111,101,-6,3,4,10,10,212,-10,2015,0,0,238,0
Utah,28,15,21,31,13,11,0,0,Charlotte,29,23,21,22,13,16,0,0,20160118,119,124,1,9,9,0,5,243,5,2015,2,0,1723,0
Orlando,17,21,21,22,0,0,0,0,Atlanta,24,27,21,26,0,0,0,0,20160118,81,98,7,13,13,17,17,179,17,2015,0,0,401,0
Oklahoma City,25,32,27,26,0,0,0,0,Denver,31,22,26,25,0,0,0,0,20160119,110,104,-6,4,5,6,6,214,-6,2015,0,1,503,0
Milwaukee,19,30,26,16,0,0,0,0,Miami,18,21,18,22,0,0,0,0,20160119,91,79,1,10,18,12,12,170,-12,2015,0,1,1269,0
Minnesota,38,22,15,24,0,0,0,0,New Orleans,25,26,31,32,0,0,0,0,20160119,99,114,-13,-9,7,15,15,213,15,2015,0,1,1052,0
Indiana,25,19,27,26,0,0,0,0,Phoenix,17,18,26,33,0,0,0,0,20160119,97,94,8,9,10,3,3,191,-3,2015,0,1,1496,0
Miami,22,15,27,23,0,0,0,0,Washington,26,25,30,25,0,0,0,0,20160120,87,106,4,14,17,19,19,193,19,2015,0,2,924,0
Boston,27,35,28,19,0,0,0,0,Toronto,35,21,40,19,0,0,0,0,20160120,109,115,8,-6,6,6,6,224,6,2015,0,2,430,0
Atlanta,29,19,26,30,0,0,0,0,Portland,18,25,29,26,0,0,0,0,20160120,104,98,11,5,2,6,6,202,-6,2015,0,2,2168,0
Philadelphia,23,24,34,15,0,0,0,0,Orlando,21,25,25,16,0,0,0,0,20160120,96,87,2,1,10,9,9,183,-9,2015,0,2,864,0
Charlotte,22,23,25,25,0,0,0,0,Oklahoma City,30,22,36,21,0,0,0,0,20160120,95,109,8,7,18,14,14,204,14,2015,0,2,938,0
Utah,22,26,28,23,12,0,0,0,New York,17,20,31,31,19,0,0,0,20160120,111,118,-5,-11,-8,0,7,229,7,2015,1,2,1967,0
