Away,AP1,AP2,AP3,AOT1,Away_Final,Home,HP1,HP2,HP3,HOT1,Home_Final,Date,P1M,P2M,P3M,FinalMargin,FinalTotal,HomeMargin,Season,OT_Flag,Weekday,TravelDist,Playoffs
Blue Jackets,0,1,0,0,1,Blues,0,2,1,0,3,20130405,0,1,2,2,4,2,2012,0,4,395,0
Red Wings,2,0,0,1,3,Avalanche,1,0,1,0,2,20130405,1,1,0,1,5,-1,2012,1,4,1154,0
Stars,3,0,0,0,3,Ducks,1,0,0,0,1,20130405,2,2,2,2,4,-2,2012,0,4,1237,0
Flames,1,0,0,0,1,Sharks,0,0,2,0,2,20130405,-1,-1,1,1,3,1,2012,0,4,1027,0
Flames,1,0,1,0,2,Canucks,2,2,1,0,5,20130406,1,3,3,3,7,3,2012,0,5,426,0
Avalanche,0,0,0,0,0,Coyotes,1,3,0,0,4,20130406,1,4,4,4,4,4,2012,0,5,585,0
Capitals,1,3,0,0,4,Panthers,0,0,3,0,3,20130406,1,4,1,1,7,-1,2012,0,5,924,0
Rangers,0,3,1,0,4,Hurricanes,0,0,1,0,1,20130406,0,3,3,3,5,-3,2012,0,5,423,0
Lightning,0,1,1,0,2,Islanders,1,1,2,0,4,20130406,1,1,2,2,6,2,2012,0,5,1004,0
Flyers,1,0,0,0,1,Jets,0,4,0,0,4,20130406,-1,3,3,3,5,3,2012,0,5,1273,0
Bruins,0,1,0,0,1,Canadiens,1,1,0,0,2,20130406,1,1,1,1,3,1,2012,0,5,270,0
Oilers,0,1,0,0,1,Kings,2,1,1,0,4,20130406,2,2,3,3,5,3,2012,0,5,1368,0
Blackhawks,1,0,0,0,1,Predators,0,0,0,0,0,20130406,1,1,1,1,1,-1,2012,0,5,395,0
Maple Leafs,1,0,1,0,2,Devils,0,0,1,0,1,20130406,1,1,1,1,3,-1,2012,0,5,333,0
Kings,0,2,1,0,3,Ducks,1,1,1,1,4,20130407,1,0,0,1,7,1,2012,1,6,0,0
Devils,1,0,1,0,2,Sabres,1,1,0,1,3,20130407,0,1,0,1,5,1,2012,1,6,284,0
Lightning,1,1,0,0,2,Capitals,0,3,1,0,4,20130407,-1,1,2,2,6,2,2012,0,6,818,0
Predators,1,1,1,0,3,Blackhawks,1,1,3,0,5,20130407,0,0,2,2,8,2,2012,0,6,395,0
Senators,1,0,0,0,1,Panthers,0,1,1,0,2,20130407,-1,0,1,1,3,1,2012,0,6,1370,0
Stars,0,2,2,1,5,Sharks,1,3,0,0,4,20130407,-1,-2,0,1,9,-1,2012,1,6,1449,0
Blues,0,1,0,0,1,Red Wings,0,0,0,0,0,20130407,0,1,1,1,1,-1,2012,0,6,454,0
Wild,0,2,1,0,3,Blue Jackets,0,0,0,0,0,20130407,0,2,3,3,3,-3,2012,0,6,626,0
Hurricanes,0,0,2,0,2,Bruins,3,2,1,0,6,20130408,3,5,4,4,8,4,2012,0,0,609,0
Rangers,0,1,2,0,3,Maple Leafs,1,2,1,0,4,20130408,1,2,1,1,7,1,2012,0,0,341,0
Flames,0,2,1,0,3,Avalanche,0,1,0,0,1,20130408,0,1,2,2,4,-2,2012,0,0,898,0
Coyotes,0,0,0,0,0,Canucks,1,0,1,0,2,20130408,1,1,2,2,2,2,2012,0,0,1228,0
Oilers,0,0,1,0,1,Ducks,1,0,1,0,2,20130408,1,1,1,1,3,1,2012,0,0,1368,0
Kings,1,0,0,0,1,Stars,1,0,4,0,5,20130409,0,0,4,4,6,4,2012,0,1,1237,0
Blackhawks,0,1,0,0,1,Wild,0,0,0,0,0,20130409,0,1,1,1,1,-1,2012,0,1,355,0
Blues,0,1,0,0,1,Predators,0,0,0,0,0,20130409,0,1,1,1,1,-1,2012,0,1,253,0
Sabres,0,0,1,0,1,Jets,0,3,1,0,4,20130409,0,3,3,3,5,3,2012,0,1,996,0
Senators,1,0,1,0,2,Lightning,0,2,1,0,3,20130409,-1,1,1,1,5,1,2012,0,1,1251,0
Capitals,0,2,1,0,3,Canadiens,1,0,1,0,2,20130409,-1,1,1,1,5,-1,2012,0,1,495,0
Sharks,0,0,0,0,0,Blue Jackets,1,2,1,0,4,20130409,1,3,4,4,4,4,2012,0,1,2090,0
Penguins,2,0,3,0,5,Hurricanes,2,0,1,0,3,20130409,0,0,2,2,8,-2,2012,0,1,330,0
Flyers,1,0,0,0,1,Islanders,1,1,2,0,4,20130409,0,1,3,3,5,3,2012,0,1,80,0
Maple Leafs,0,1,1,0,2,Rangers,0,2,0,1,3,20130410,0,1,0,1,5,1,2012,1,2,341,0
Bruins,3,1,1,0,5,Devils,0,2,2,0,4,20130410,3,2,1,1,9,-1,2012,0,2,196,0
Canucks,1,0,3,0,4,Flames,1,0,0,0,1,20130410,0,0,3,3,5,-3,2012,0,2,426,0
Coyotes,0,2,1,0,3,Oilers,0,0,1,0,1,20130410,0,2,2,2,4,-2,2012,0,2,1392,0
Avalanche,1,3,0,0,4,Ducks,0,1,0,0,1,20130410,1,3,3,3,5,-3,2012,0,2,830,0
Blues,1,0,1,0,2,Wild,0,0,0,0,0,20130411,1,1,2,2,2,-2,2012,0,3,466,0
Avalanche,0,1,1,0,2,Kings,2,0,0,1,3,20130411,2,1,0,1,5,1,2012,1,3,830,0
Panthers,2,0,0,0,2,Jets,3,3,1,0,7,20130411,1,4,5,5,9,5,2012,0,3,1899,0
Sharks,1,0,1,1,3,Red Wings,0,1,1,0,2,20130411,1,0,0,1,5,-1,2012,1,3,2071,0
Senators,1,0,2,0,3,Flyers,1,0,0,0,1,20130411,0,0,2,2,4,-2,2012,0,3,373,0
Canadiens,2,2,1,0,5,Sabres,0,0,1,0,1,20130411,2,4,4,4,6,-4,2012,0,3,311,0
Hurricanes,1,0,0,0,1,Capitals,0,2,1,0,3,20130411,-1,1,2,2,4,2,2012,0,3,233,0
Islanders,1,1,0,0,2,Bruins,0,1,0,0,1,20130411,1,1,1,1,3,-1,2012,0,3,190,0
Penguins,2,1,3,0,6,Lightning,1,1,1,0,3,20130411,1,1,3,3,9,-3,2012,0,3,874,0
Senators,0,2,0,0,2,Devils,0,0,0,0,0,20130412,0,2,2,2,2,-2,2012,0,4,330,0
Blues,1,0,0,0,1,Blue Jackets,1,2,1,0,4,20130412,0,2,3,3,5,3,2012,0,4,395,0
Stars,2,2,1,0,5,Predators,1,0,1,0,2,20130412,1,3,3,3,7,-3,2012,0,4,616,0
Red Wings,0,2,0,0,2,Blackhawks,0,1,1,1,3,20130412,0,-1,0,1,5,1,2012,1,4,238,0
Coyotes,1,0,1,0,2,Flames,1,1,0,1,3,20130412,0,1,0,1,5,1,2012,1,4,1224,0
Flames,1,2,1,0,4,Oilers,1,0,0,0,1,20130413,0,2,3,3,5,-3,2012,0,5,171,0
Sharks,0,0,1,0,1,Stars,2,0,0,0,2,20130413,2,2,1,1,3,1,2012,0,5,1449,0
Blue Jackets,0,2,0,1,3,Wild,1,0,1,0,2,20130413,-1,1,0,1,5,-1,2012,1,5,626,0
Penguins,2,0,1,0,3,Panthers,0,1,0,0,1,20130413,2,1,2,2,4,-2,2012,0,5,1013,0
Bruins,1,1,0,0,2,Hurricanes,1,1,2,0,4,20130413,0,0,2,2,6,2,2012,0,5,609,0
Canucks,0,2,1,0,3,Avalanche,1,0,3,0,4,20130413,1,-1,1,1,7,1,2012,0,5,1105,0
Rangers,0,0,0,1,1,Islanders,0,0,0,0,0,20130413,0,0,0,1,1,-1,2012,1,5,0,0
Canadiens,1,0,0,0,1,Maple Leafs,4,1,0,0,5,20130413,3,4,4,4,6,4,2012,0,5,303,0
Flyers,0,0,0,0,0,Sabres,0,0,1,0,1,20130413,0,0,1,1,1,1,2012,0,5,279,0
Ducks,0,1,0,0,1,Kings,1,1,0,0,2,20130413,1,1,1,1,3,1,2012,0,5,0,0
Lightning,0,2,3,0,5,Capitals,3,2,0,1,6,20130413,3,3,0,1,11,1,2012,1,5,818,0
Lightning,0,1,0,0,1,Sabres,1,2,0,0,3,20130414,1,2,2,2,4,2,2012,0,6,1051,0
Red Wings,0,1,2,0,3,Predators,0,0,0,0,0,20130414,0,1,3,3,3,-3,2012,0,6,470,0
Blackhawks,0,1,1,0,2,Blues,0,0,0,0,0,20130414,0,1,2,2,2,-2,2012,0,6,260,0
Devils,0,0,0,0,0,Maple Leafs,0,0,2,0,2,20130415,0,0,2,2,2,2,2012,0,0,333,0
Flyers,2,4,1,0,7,Canadiens,1,2,0,0,3,20130415,1,3,4,4,10,-4,2012,0,0,400,0
Stars,0,1,1,0,2,Blackhawks,1,1,3,0,5,20130415,1,1,3,3,7,3,2012,0,0,802,0
Canucks,2,1,2,0,5,Predators,0,2,0,0,2,20130415,2,1,3,3,7,-3,2012,0,0,2030,0
Blue Jackets,0,1,2,1,4,Avalanche,0,1,2,0,3,20130415,0,0,0,1,7,-1,2012,1,0,1163,0
Wild,1,1,2,0,4,Flames,0,0,3,0,3,20130415,1,2,1,1,7,-1,2012,0,0,1043,0
Sharks,0,3,1,0,4,Coyotes,0,0,0,0,0,20130415,0,3,4,4,4,-4,2012,0,0,614,0
Kings,0,2,0,0,2,Sharks,0,2,0,1,3,20130416,0,0,0,1,5,1,2012,1,1,305,0
Wild,1,2,2,0,5,Oilers,1,0,2,0,3,20130416,0,2,2,2,8,-2,2012,0,1,1083,0
Canucks,0,1,0,0,1,Blues,0,0,1,1,2,20130416,0,-1,0,1,3,1,2012,1,1,1778,0
Lightning,1,0,2,0,3,Jets,1,2,0,1,4,20130416,0,2,0,1,7,1,2012,1,1,1705,0
Hurricanes,0,1,1,0,2,Senators,1,2,0,0,3,20130416,1,2,1,1,5,1,2012,0,1,673,0
Maple Leafs,0,0,1,0,1,Capitals,1,3,1,0,5,20130416,1,4,4,4,6,4,2012,0,1,349,0
Panthers,1,1,0,0,2,Islanders,3,2,0,0,5,20130416,2,3,3,3,7,3,2012,0,1,1091,0
Rangers,0,1,1,0,2,Flyers,2,1,1,0,4,20130416,2,2,2,2,6,2,2012,0,1,80,0
Canadiens,0,2,2,0,4,Penguins,3,2,1,0,6,20130417,3,3,2,2,10,2,2012,0,2,474,0
Sabres,1,0,1,1,3,Bruins,1,1,0,0,2,20130417,0,-1,0,1,5,-1,2012,1,2,399,0
Red Wings,0,1,1,0,2,Flames,1,0,2,0,3,20130417,1,0,1,1,5,1,2012,0,2,1573,0
Blue Jackets,0,1,1,1,3,Ducks,1,0,1,0,2,20130417,-1,0,0,1,5,-1,2012,1,2,1973,0
Wild,0,1,0,0,1,Sharks,1,2,3,0,6,20130418,1,2,5,5,7,5,2012,0,3,1570,0
Blue Jackets,0,1,0,0,1,Kings,1,1,0,0,2,20130418,1,1,1,1,3,1,2012,0,3,1973,0
Canucks,0,1,0,0,1,Stars,0,1,4,0,5,20130418,0,0,4,4,6,4,2012,0,3,1766,0
Coyotes,0,0,1,0,1,Blues,1,0,0,1,2,20130418,1,1,0,1,3,1,2012,1,3,1270,0
Hurricanes,0,1,2,0,3,Jets,1,1,1,1,4,20130418,1,1,0,1,7,1,2012,1,3,1350,0
Capitals,0,1,0,0,1,Senators,0,2,1,0,3,20130418,0,1,2,2,4,2,2012,0,3,446,0
Lightning,0,1,1,0,2,Canadiens,0,2,1,0,3,20130418,0,1,1,1,5,1,2012,0,3,1311,0
Panthers,1,0,0,0,1,Rangers,2,1,3,0,6,20130418,1,2,5,5,7,5,2012,0,3,1091,0
Islanders,3,1,1,0,5,Maple Leafs,2,0,1,0,3,20130418,1,2,2,2,8,-2,2012,0,3,341,0
Devils,0,1,2,0,3,Flyers,0,0,0,0,0,20130418,0,1,3,3,3,-3,2012,0,3,75,0
Ducks,0,0,1,0,1,Flames,0,1,2,0,3,20130419,0,1,2,2,4,2,2012,0,4,1197,0
Oilers,2,2,0,0,4,Avalanche,1,0,0,0,1,20130419,1,3,3,3,5,-3,2012,0,4,1036,0
Rangers,3,4,1,0,8,Sabres,0,3,1,0,4,20130419,3,4,4,4,12,-4,2012,0,4,292,0
Stars,0,0,1,0,1,Blues,1,1,0,0,2,20130419,1,2,1,1,3,1,2012,0,4,547,0
Predators,2,1,1,0,4,Blackhawks,2,1,1,1,5,20130419,0,0,0,1,9,1,2012,1,4,395,0
Penguins,0,1,2,0,3,Bruins,1,0,1,0,2,20130420,-1,0,1,1,5,-1,2012,0,5,481,0
Panthers,2,0,0,0,2,Devils,1,4,1,0,6,20130420,-1,3,4,4,8,4,2012,0,5,1090,0
Islanders,2,1,1,1,5,Jets,1,2,1,0,4,20130420,1,0,0,1,9,-1,2012,1,5,1287,0
Capitals,2,2,1,0,5,Canadiens,0,0,1,0,1,20130420,2,4,4,4,6,-4,2012,0,5,495,0
Maple Leafs,0,2,2,0,4,Senators,0,1,0,0,1,20130420,0,1,3,3,5,-3,2012,0,5,203,0
Flyers,1,2,2,0,5,Hurricanes,1,1,1,0,3,20130420,0,1,2,2,8,-2,2012,0,5,345,0
Coyotes,2,0,0,1,3,Blackhawks,1,1,0,0,2,20130420,1,0,0,1,5,-1,2012,1,5,1450,0
Red Wings,1,0,0,0,1,Canucks,1,0,0,1,2,20130420,0,0,0,1,3,1,2012,1,5,1967,0
Stars,0,2,1,0,3,Kings,1,1,1,1,4,20130421,1,0,0,1,7,1,2012,1,6,1237,0
Ducks,1,1,1,0,3,Oilers,1,0,0,0,1,20130421,0,1,2,2,4,-2,2012,0,6,1368,0
Blue Jackets,1,2,1,0,4,Sharks,0,1,2,0,3,20130421,1,2,1,1,7,-1,2012,0,6,2090,0
Blues,1,1,1,0,3,Avalanche,2,2,1,0,5,20130421,1,2,2,2,8,2,2012,0,6,794,0
Hurricanes,3,0,0,0,3,Lightning,0,1,1,0,2,20130421,3,2,1,1,5,-1,2012,0,6,585,0
Devils,0,0,1,0,1,Rangers,2,1,1,0,4,20130421,2,3,3,3,5,3,2012,0,6,8,0
Panthers,0,0,0,0,0,Bruins,1,1,1,0,3,20130421,1,2,3,3,3,3,2012,0,6,1257,0
Flames,1,1,2,0,4,Wild,1,0,0,0,1,20130421,0,1,3,3,5,-3,2012,0,6,1043,0
Jets,0,1,1,0,2,Sabres,0,1,0,0,1,20130422,0,0,1,1,3,-1,2012,0,0,996,0
Penguins,2,0,1,0,3,Senators,0,0,1,0,1,20130422,2,2,2,2,4,-2,2012,0,0,392,0
Coyotes,0,0,0,0,0,Red Wings,2,1,1,0,4,20130422,2,3,4,4,4,4,2012,0,0,1687,0
Ducks,2,0,1,0,3,Oilers,0,0,0,0,0,20130422,2,2,3,3,3,-3,2012,0,0,1368,0
Blackhawks,0,0,1,0,1,Canucks,1,2,0,0,3,20130422,1,3,2,2,4,2,2012,0,0,1775,0
Avalanche,0,1,0,0,1,Blues,1,2,0,0,3,20130423,1,2,2,2,4,2,2012,0,1,794,0
Stars,1,1,0,0,2,Sharks,1,0,2,0,3,20130423,0,-1,1,1,5,1,2012,0,1,1449,0
Kings,0,1,0,0,1,Wild,2,0,0,0,2,20130423,2,1,1,1,3,1,2012,0,1,1521,0
Flames,1,1,1,0,3,Predators,1,1,2,0,4,20130423,0,0,1,1,7,1,2012,0,1,1692,0
Rangers,0,0,2,0,2,Panthers,0,1,2,0,3,20130423,0,1,1,1,5,1,2012,0,1,1091,0
Canadiens,0,2,0,0,2,Devils,2,1,0,0,3,20130423,2,1,1,1,5,1,2012,0,1,342,0
Sabres,1,0,3,0,4,Penguins,1,0,1,0,2,20130423,0,0,2,2,6,-2,2012,0,1,178,0
Islanders,1,1,1,0,3,Hurricanes,2,1,0,1,4,20130423,1,1,0,1,7,1,2012,1,1,423,0
Jets,0,2,1,0,3,Capitals,2,2,1,0,5,20130423,2,2,2,2,8,2,2012,0,1,1247,0
Bruins,1,0,1,0,2,Flyers,1,2,2,0,5,20130423,0,2,3,3,7,3,2012,0,1,270,0
Maple Leafs,1,1,0,0,2,Lightning,0,2,3,0,5,20130424,-1,0,3,3,7,3,2012,0,2,1096,0
Kings,0,1,0,0,1,Red Wings,0,1,2,0,3,20130424,0,0,2,2,4,2,2012,0,2,1979,0
Blackhawks,2,0,2,0,4,Oilers,1,0,0,0,1,20130424,1,1,3,3,5,-3,2012,0,2,1437,0
Sharks,0,1,0,0,1,Coyotes,2,0,0,0,2,20130424,2,1,1,1,3,1,2012,0,2,614,0
Ducks,0,2,1,0,3,Canucks,0,0,1,0,1,20130425,0,2,2,2,4,-2,2012,0,3,1076,0
Blue Jackets,1,0,2,0,3,Stars,0,1,0,0,1,20130425,1,0,2,2,4,-2,2012,0,3,912,0
Flames,0,1,0,0,1,Blues,0,3,1,0,4,20130425,0,2,3,3,5,3,2012,0,3,1440,0
Canadiens,0,1,3,0,4,Jets,1,1,0,0,2,20130425,-1,-1,2,2,6,-2,2012,0,3,1115,0
Predators,2,0,0,0,2,Red Wings,1,3,1,0,5,20130425,-1,2,3,3,7,3,2012,0,3,470,0
Lightning,0,0,0,0,0,Bruins,0,2,0,0,2,20130425,0,2,2,2,2,2,2012,0,3,1183,0
Penguins,1,1,0,0,2,Devils,0,1,2,0,3,20130425,-1,-1,1,1,5,1,2012,0,3,306,0
Rangers,2,0,1,1,4,Hurricanes,0,2,1,0,3,20130425,2,0,0,1,7,-1,2012,1,3,423,0
Senators,0,1,0,1,2,Capitals,0,0,1,0,1,20130425,0,1,0,1,3,-1,2012,1,3,446,0
Islanders,0,1,0,0,1,Flyers,1,0,1,0,2,20130425,1,0,1,1,3,1,2012,0,3,80,0
Maple Leafs,2,2,0,0,4,Panthers,0,0,0,0,0,20130425,2,4,4,4,4,-4,2012,0,3,1234,0
Islanders,0,0,1,0,1,Sabres,0,1,0,1,2,20130426,0,1,0,1,3,1,2012,1,4,292,0
Oilers,3,3,0,0,6,Wild,0,0,1,0,1,20130426,3,6,5,5,7,-5,2012,0,4,1083,0
Flames,0,1,0,0,1,Blackhawks,2,0,1,0,3,20130426,2,1,2,2,4,2,2012,0,4,1397,0
Avalanche,3,1,0,1,5,Coyotes,2,1,1,0,4,20130426,1,1,0,1,9,-1,2012,1,4,585,0
Sharks,0,1,1,0,2,Kings,0,2,1,0,3,20130427,0,1,1,1,5,1,2012,0,5,305,0
Coyotes,2,1,2,0,5,Ducks,1,1,1,0,3,20130427,1,1,2,2,8,-2,2012,0,5,356,0
Canucks,1,0,1,0,2,Oilers,0,1,6,0,7,20130427,-1,0,5,5,9,5,2012,0,5,514,0
Blackhawks,0,0,1,0,1,Blues,2,1,0,0,3,20130427,2,3,2,2,4,2,2012,0,5,260,0
Wild,1,1,1,0,3,Avalanche,1,0,0,0,1,20130427,0,1,2,2,4,-2,2012,0,5,698,0
Red Wings,1,0,2,0,3,Stars,0,0,0,0,0,20130427,1,1,3,3,3,-3,2012,0,5,999,0
Hurricanes,0,3,0,0,3,Penguins,1,2,5,0,8,20130427,1,0,5,5,11,5,2012,0,5,330,0
Panthers,1,1,3,0,5,Lightning,2,1,0,0,3,20130427,-1,-1,2,2,8,-2,2012,0,5,205,0
Bruins,1,1,0,0,2,Capitals,0,0,2,1,3,20130427,-1,-2,0,1,5,1,2012,1,5,394,0
Flyers,1,0,1,0,2,Senators,0,1,0,0,1,20130427,1,0,1,1,3,-1,2012,0,5,373,0
Canadiens,1,2,1,0,4,Maple Leafs,1,0,0,0,1,20130427,0,2,3,3,5,-3,2012,0,5,303,0
Devils,0,0,0,0,0,Rangers,2,1,1,0,4,20130427,2,3,4,4,4,4,2012,0,5,8,0
Predators,0,1,0,0,1,Blue Jackets,0,0,3,0,3,20130427,0,-1,2,2,4,2,2012,0,5,333,0
Senators,1,1,2,0,4,Bruins,0,1,1,0,2,20130428,1,1,2,2,6,-2,2012,0,6,320,0
Wild,1,0,0,0,1,Blackhawks,0,1,0,1,2,20130430,-1,0,0,1,3,1,2012,1,1,355,1
Kings,0,0,1,0,1,Blues,1,0,0,1,2,20130430,1,1,0,1,3,1,2012,1,1,1586,1
Red Wings,1,0,0,0,1,Ducks,1,0,2,0,3,20130430,0,0,2,2,4,2,2012,0,1,1979,1
Sharks,0,1,2,0,3,Canucks,0,1,0,0,1,20130501,0,0,2,2,4,-2,2012,0,2,821,1
Maple Leafs,1,0,0,0,1,Bruins,2,2,0,0,4,20130501,1,3,3,3,5,3,2012,0,2,430,1
Islanders,0,0,0,0,0,Penguins,2,3,0,0,5,20130501,2,5,5,5,5,5,2012,0,2,314,1
Senators,1,0,3,0,4,Canadiens,0,2,0,0,2,20130502,1,-1,2,2,6,-2,2012,0,3,104,1
Rangers,1,0,0,0,1,Capitals,0,3,0,0,3,20130502,-1,2,2,2,4,2,2012,0,3,204,1
Kings,1,0,0,0,1,Blues,0,0,2,0,2,20130502,-1,-1,1,1,3,1,2012,0,3,1586,1
Red Wings,2,1,1,1,5,Ducks,0,1,3,0,4,20130502,2,2,0,1,9,-1,2012,1,3,1979,1
Sharks,1,0,1,1,3,Canucks,0,0,2,0,2,20130503,1,1,0,1,5,-1,2012,1,4,821,1
Senators,0,1,0,0,1,Canadiens,0,3,0,0,3,20130503,0,2,2,2,4,2,2012,0,4,104,1
Islanders,1,2,1,0,4,Penguins,3,0,0,0,3,20130503,-2,0,1,1,7,-1,2012,0,4,314,1
Wild,0,1,1,0,2,Blackhawks,1,1,3,0,5,20130503,1,1,3,3,7,3,2012,0,4,355,1
Ducks,0,1,3,0,4,Red Wings,0,0,0,0,0,20130504,0,1,4,4,4,-4,2012,0,5,1979,1
Blues,0,0,0,0,0,Kings,0,1,0,0,1,20130504,0,1,1,1,1,1,2012,0,5,1586,1
Rangers,0,0,0,0,0,Capitals,0,0,0,1,1,20130504,0,0,0,1,1,1,2012,1,5,204,1
Maple Leafs,0,2,2,0,4,Bruins,0,1,1,0,2,20130504,0,1,2,2,6,-2,2012,0,5,430,1
Penguins,3,1,0,1,5,Islanders,2,0,2,0,4,20130505,1,2,0,1,9,-1,2012,1,6,314,1
Blackhawks,1,0,1,0,2,Wild,1,0,1,1,3,20130505,0,0,0,1,5,1,2012,1,6,355,1
Canadiens,1,0,0,0,1,Senators,1,1,4,0,6,20130505,0,1,5,5,7,5,2012,0,6,104,1
Canucks,0,1,1,0,2,Sharks,1,1,3,0,5,20130505,1,1,3,3,7,3,2012,0,6,821,1
Bruins,1,3,1,0,5,Maple Leafs,0,1,1,0,2,20130506,1,3,3,3,7,-3,2012,0,0,430,1
Capitals,1,1,1,0,3,Rangers,1,1,2,0,4,20130506,0,0,1,1,7,1,2012,0,0,204,1
Ducks,1,0,1,0,2,Red Wings,0,0,2,1,3,20130506,-1,-1,0,1,5,1,2012,1,0,1979,1
Blues,2,1,0,0,3,Kings,2,0,2,0,4,20130506,0,-1,1,1,7,1,2012,0,0,1586,1
Canadiens,0,2,0,0,2,Senators,0,0,2,1,3,20130507,0,-2,0,1,5,1,2012,1,1,104,1
Penguins,1,2,1,0,4,Islanders,1,2,3,0,6,20130507,0,0,2,2,10,2,2012,0,1,314,1
Blackhawks,1,1,1,0,3,Wild,0,0,0,0,0,20130507,1,2,3,3,3,-3,2012,0,1,355,1
Canucks,1,0,2,0,3,Sharks,2,0,1,1,4,20130507,1,1,0,1,7,1,2012,1,1,821,1
Red Wings,1,1,0,0,2,Ducks,1,1,0,1,3,20130508,0,0,0,1,5,1,2012,1,2,1979,1
Kings,0,1,1,1,3,Blues,0,1,1,0,2,20130508,0,0,0,1,5,-1,2012,1,2,1586,1
Bruins,0,3,0,1,4,Maple Leafs,2,1,0,0,3,20130508,-2,0,0,1,7,-1,2012,1,2,430,1
Capitals,0,2,1,0,3,Rangers,1,1,2,0,4,20130508,1,0,1,1,7,1,2012,0,2,204,1
Senators,2,1,3,0,6,Canadiens,1,0,0,0,1,20130509,1,2,5,5,7,-5,2012,0,3,104,1
Islanders,0,0,0,0,0,Penguins,0,3,1,0,4,20130509,0,3,4,4,4,4,2012,0,3,314,1
Wild,0,1,0,0,1,Blackhawks,1,3,1,0,5,20130509,1,3,4,4,6,4,2012,0,3,355,1
Blues,0,1,0,0,1,Kings,1,1,0,0,2,20130510,1,1,1,1,3,1,2012,0,4,1586,1
Maple Leafs,0,1,1,0,2,Bruins,0,0,1,0,1,20130510,0,1,1,1,3,-1,2012,0,4,430,1
Rangers,1,0,0,0,1,Capitals,0,1,0,1,2,20130510,-1,0,0,1,3,1,2012,1,4,204,1
Ducks,0,1,2,0,3,Red Wings,1,0,2,1,4,20130510,1,0,0,1,7,1,2012,1,4,1979,1
Penguins,1,1,1,1,4,Islanders,2,0,1,0,3,20130511,-1,0,0,1,7,-1,2012,1,5,314,1
Capitals,0,0,0,0,0,Rangers,0,1,0,0,1,20130512,0,1,1,1,1,1,2012,0,6,204,1
Bruins,0,0,1,0,1,Maple Leafs,0,0,2,0,2,20130512,0,0,1,1,3,1,2012,0,6,430,1
Red Wings,2,1,0,0,3,Ducks,1,0,1,0,2,20130512,1,2,1,1,5,-1,2012,0,6,1979,1
Maple Leafs,1,1,2,0,4,Bruins,1,0,3,1,5,20130513,0,-1,0,1,9,1,2012,1,0,430,1
Rangers,1,2,2,0,5,Capitals,0,0,0,0,0,20130513,1,3,5,5,5,-5,2012,0,0,204,1
Sharks,0,0,0,0,0,Kings,1,1,0,0,2,20130514,1,2,2,2,2,2,2012,0,1,305,1
Senators,1,0,0,0,1,Penguins,2,1,1,0,4,20130514,1,2,3,3,5,3,2012,0,1,392,1
Red Wings,1,0,0,0,1,Blackhawks,1,0,3,0,4,20130515,0,0,3,3,5,3,2012,0,2,238,1
Sharks,0,2,1,0,3,Kings,1,1,2,0,4,20130516,1,0,1,1,7,1,2012,0,3,305,1
Rangers,0,1,1,0,2,Bruins,0,1,1,1,3,20130516,0,0,0,1,5,1,2012,1,3,190,1
Senators,1,1,1,0,3,Penguins,2,2,0,0,4,20130517,1,2,1,1,7,1,2012,0,4,392,1
Red Wings,0,2,2,0,4,Blackhawks,1,0,0,0,1,20130518,-1,1,3,3,5,-3,2012,0,5,238,1
Kings,1,0,0,0,1,Sharks,1,0,0,1,2,20130518,0,0,0,1,3,1,2012,1,5,305,1
Rangers,1,1,0,0,2,Bruins,1,2,2,0,5,20130519,0,1,3,3,7,3,2012,0,6,190,1
Penguins,0,1,0,0,1,Senators,0,0,1,1,2,20130519,0,-1,0,1,3,1,2012,1,6,392,1
Blackhawks,0,0,1,0,1,Red Wings,0,2,1,0,3,20130520,0,2,2,2,4,2,2012,0,0,238,1
Kings,0,0,1,0,1,Sharks,1,1,0,0,2,20130521,1,2,1,1,3,1,2012,0,1,305,1
Bruins,0,0,2,0,2,Rangers,0,1,0,0,1,20130521,0,-1,1,1,3,-1,2012,0,1,190,1
Penguins,1,2,4,0,7,Senators,2,0,1,0,3,20130522,-1,1,4,4,10,-4,2012,0,2,392,1
Bruins,0,2,1,0,3,Rangers,0,1,2,1,4,20130523,0,-1,0,1,7,1,2012,1,3,190,1
Blackhawks,0,0,0,0,0,Red Wings,0,1,1,0,2,20130523,0,1,2,2,2,2,2012,0,3,238,1
Sharks,0,0,0,0,0,Kings,0,1,2,0,3,20130523,0,1,3,3,3,3,2012,0,3,305,1
Senators,0,1,1,0,2,Penguins,1,3,2,0,6,20130524,1,3,4,4,8,4,2012,0,4,392,1
Red Wings,0,1,0,0,1,Blackhawks,1,2,1,0,4,20130525,1,2,3,3,5,3,2012,0,5,238,1
Rangers,1,0,0,0,1,Bruins,0,2,1,0,3,20130525,-1,1,2,2,4,2,2012,0,5,190,1
Kings,0,1,0,0,1,Sharks,1,1,0,0,2,20130526,1,1,1,1,3,1,2012,0,6,305,1
Blackhawks,1,0,3,0,4,Red Wings,1,1,1,0,3,20130527,0,-1,1,1,7,-1,2012,0,0,238,1
Sharks,0,0,1,0,1,Kings,0,2,0,0,2,20130528,0,2,1,1,3,1,2012,0,1,305,1
Red Wings,0,0,1,0,1,Blackhawks,0,1,0,1,2,20130529,0,1,0,1,3,1,2012,1,2,238,1
